Location,Indicator,Period,First Tooltip
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,29.4 [20.8-38.8]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,29.1 [21.5-37.2]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,28.8 [22.1-36.2]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,28.6 [22.2-35.8]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,28.5 [22.2-35.5]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,28.5 [22.2-35.4]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,28.7 [22.2-35.6]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,29.0 [22.5-36.3]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,29.5 [22.9-37.0]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,30.2 [23.4-38.0]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,30.9 [23.9-39.2]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,31.7 [24.3-40.2]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,32.4 [24.7-41.0]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,33.1 [25.1-42.3]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,33.7 [25.1-43.4]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,34.3 [25.1-44.5]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,34.8 [24.8-45.7]
South Africa,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,35.3 [24.5-46.8]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,35.2 [15.8-62.8]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,34.9 [16.3-61.9]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,34.7 [16.5-60.9]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,34.5 [16.8-59.9]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,34.3 [17.0-59.6]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,34.1 [16.9-59.2]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,34.0 [17.0-58.7]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,34.0 [17.0-58.6]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,34.2 [17.2-58.4]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,34.5 [17.6-58.4]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,34.9 [18.0-58.7]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,35.4 [18.1-58.9]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,36.0 [18.5-59.8]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,36.5 [18.7-60.2]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,37.0 [19.1-60.8]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,37.4 [19.3-61.0]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,37.7 [19.6-61.5]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,38.0 [19.8-61.9]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,38.4 [19.8-62.1]
South Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,38.8 [20.2-63.0]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,13.3 [6.1-30.6]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,12.9 [6.2-29.2]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,12.7 [6.2-28.4]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,12.4 [6.3-27.5]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,12.2 [6.3-26.8]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,12.1 [6.3-26.3]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,11.9 [6.3-26.0]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,11.8 [6.3-25.9]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,11.7 [6.2-25.8]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,11.6 [6.1-25.2]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,11.5 [6.1-24.8]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,11.4 [6.0-24.3]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,11.3 [5.9-24.3]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,11.2 [5.9-23.9]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,11.1 [5.8-23.9]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,11.0 [5.8-24.1]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,11.0 [5.7-24.4]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,11.1 [5.7-25.2]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,11.1 [5.6-25.3]
Spain,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,11.3 [5.7-26.2]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,34.6 [19.9-48.2]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,34.4 [20.9-47.0]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,34.1 [21.4-45.7]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,33.9 [21.8-44.3]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,33.8 [22.6-43.3]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,33.6 [23.4-42.6]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,33.5 [24.0-41.8]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,33.5 [24.7-41.2]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,33.6 [25.3-40.8]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,33.8 [26.2-40.8]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,34.2 [26.8-40.8]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,34.6 [27.6-41.1]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,35.0 [28.3-41.5]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,35.6 [28.9-41.9]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,36.0 [29.3-42.4]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,36.6 [29.7-43.0]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,37.1 [30.2-43.7]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,37.7 [30.4-44.4]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,38.3 [30.7-45.3]
Sri Lanka,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,38.9 [30.9-46.4]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,36.5 [17.3-61.7]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,36.4 [17.8-61.1]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,36.3 [18.4-60.6]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,36.2 [18.7-60.0]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,36.2 [18.8-59.8]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,36.3 [19.0-59.7]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,36.4 [19.2-59.5]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,36.6 [19.6-59.6]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,36.9 [19.6-59.8]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,37.3 [19.7-60.2]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,37.8 [20.1-61.0]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,38.4 [20.7-61.3]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,39.0 [21.1-61.9]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,39.6 [21.5-62.4]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,40.2 [21.8-63.0]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,40.6 [22.1-63.6]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,41.1 [22.6-64.2]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,41.6 [22.7-64.6]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,42.2 [23.2-65.4]
Sudan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,43.0 [23.6-66.7]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,20.8 [8.6-41.8]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,20.5 [8.8-41.0]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,20.3 [9.0-40.2]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,20.1 [9.2-39.4]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,20.0 [9.2-38.9]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,19.9 [9.3-38.9]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,19.9 [9.4-38.9]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,20.1 [9.5-39.2]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,20.4 [9.7-39.7]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,20.9 [9.8-40.1]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,21.6 [10.2-40.9]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,22.3 [10.7-41.9]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,23.0 [11.0-43.1]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,23.8 [11.4-44.1]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,24.3 [11.6-45.0]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,24.9 [11.9-45.4]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,25.6 [12.2-46.1]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,26.2 [12.4-47.0]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.9 [12.8-47.6]
Suriname,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,27.4 [13.1-48.5]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,13.4 [6.3-30.7]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,13.0 [6.3-29.2]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,12.7 [6.3-27.8]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,12.3 [6.3-26.8]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,12.0 [6.3-26.3]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,11.8 [6.3-26.0]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,11.6 [6.3-25.0]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,11.5 [6.2-24.4]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,11.4 [6.2-24.0]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,11.4 [6.2-24.1]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,11.4 [6.2-24.4]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,11.5 [6.2-24.4]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,11.5 [6.2-24.9]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,11.6 [6.2-24.8]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,11.7 [6.3-25.2]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,11.8 [6.3-25.0]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,11.9 [6.3-25.6]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,12.0 [6.3-26.3]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,12.2 [6.3-27.0]
Sweden,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,12.4 [6.3-27.7]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,11.2 [6.0-23.7]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,10.9 [6.0-22.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,10.5 [5.9-21.0]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,10.3 [5.9-20.2]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,10.0 [5.9-19.7]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,9.8 [5.9-19.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,9.6 [5.8-18.6]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,9.5 [5.8-18.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,9.4 [5.8-18.0]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,9.3 [5.7-18.0]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,9.3 [5.7-18.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,9.3 [5.7-18.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,9.3 [5.7-18.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,9.3 [5.7-18.2]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,9.3 [5.7-18.1]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,9.3 [5.6-18.0]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,9.3 [5.6-18.3]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,9.4 [5.7-18.5]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,9.4 [5.7-18.8]
Switzerland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,9.5 [5.7-19.0]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,32.8 [15.0-56.4]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,32.4 [15.5-55.6]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,32.2 [15.6-54.4]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,32.0 [15.9-54.1]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,31.8 [16.0-53.6]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,31.7 [16.1-53.7]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,31.7 [16.2-53.0]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,31.6 [16.1-52.8]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,31.8 [16.2-53.2]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,32.0 [16.2-53.9]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,32.4 [16.5-54.2]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,32.9 [16.8-54.6]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,33.3 [17.1-55.2]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,33.7 [17.4-55.4]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,34.3 [17.7-56.3]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,34.8 [18.2-56.8]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,35.2 [18.5-57.3]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,35.6 [18.7-58.1]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,36.1 [18.9-59.1]
Syrian Arab Republic,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,36.8 [19.2-60.6]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,35.0 [25.1-45.7]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,34.2 [25.6-43.3]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,33.4 [25.9-41.5]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,32.5 [25.7-40.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,31.6 [25.2-39.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,31.2 [25.0-38.6]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,30.8 [24.7-38.3]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,30.5 [24.3-38.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,30.4 [24.0-38.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.7 [24.3-38.4]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,31.5 [24.8-39.3]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,32.2 [25.3-40.3]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,32.9 [25.8-40.9]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,33.7 [26.6-41.6]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,34.1 [27.0-42.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,35.1 [27.6-43.0]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,36.5 [28.6-44.8]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,37.5 [29.3-46.4]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,38.4 [29.6-47.9]
Tajikistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,39.1 [29.7-49.3]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,23.8 [12.9-36.5]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,23.4 [13.6-34.5]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,23.1 [14.4-32.9]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,22.8 [15.0-31.4]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,22.5 [15.7-30.2]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,22.2 [16.2-29.0]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,22.0 [16.5-28.3]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,21.9 [16.6-27.7]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,21.7 [16.6-27.1]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,21.5 [16.6-26.8]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,21.5 [16.6-26.6]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,21.4 [16.7-26.4]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,21.3 [16.9-26.3]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,21.2 [16.8-26.0]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,21.0 [16.8-25.8]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,20.9 [16.8-25.7]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,20.8 [16.7-25.6]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,20.7 [16.6-25.5]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,20.7 [16.4-25.6]
Thailand,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,20.6 [16.3-25.7]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,29.2 [20.0-40.8]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,28.6 [20.7-38.7]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,28.2 [21.2-36.9]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.6 [21.5-35.5]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,27.1 [21.5-34.2]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,26.7 [21.3-33.3]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,26.4 [21.2-32.9]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,26.2 [21.0-32.6]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,26.2 [20.9-32.8]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,26.4 [20.9-33.2]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,26.8 [21.1-33.6]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,27.5 [21.5-34.7]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,28.3 [22.0-36.0]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,29.2 [22.4-37.5]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,30.2 [22.7-39.3]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,31.4 [23.3-41.2]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,32.8 [24.3-43.4]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,34.1 [24.9-45.7]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,35.5 [25.3-48.7]
Timor-Leste,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,36.9 [26.0-51.1]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,44.9 [30.6-61.1]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,45.1 [32.1-59.7]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,45.3 [33.5-58.8]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,45.6 [34.8-57.5]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,45.9 [35.7-56.9]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,46.1 [36.1-56.7]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,46.4 [36.5-56.8]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,46.6 [36.7-57.1]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,46.9 [36.8-57.4]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,47.2 [36.8-58.0]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,47.5 [37.0-58.5]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,47.9 [37.1-59.2]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,48.2 [37.2-59.8]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,48.4 [37.1-60.4]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,48.6 [37.0-60.8]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,48.6 [36.9-60.9]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,48.6 [36.6-61.1]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,48.7 [36.2-61.2]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,48.8 [35.6-61.5]
Togo,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,48.9 [35.5-62.2]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,27.9 [11.5-48.1]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,27.7 [11.9-47.3]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,27.5 [12.2-46.4]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,27.3 [12.5-45.9]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,27.0 [12.5-45.0]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,26.8 [12.3-44.5]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,26.6 [12.1-44.3]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,26.5 [12.0-43.9]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,26.4 [11.9-43.7]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,26.4 [11.9-43.6]
